gene	length	logFC	logCPM	F	PValue	FDR
Irf2bp1	2706	0.2559131	4.795734303	1.667639778	0.217001632	0.426647826
Fam219b	4219	0.188430488	3.626148299	1.667682308	0.216996079	0.426647826
Cwc22	8520	0.134865323	5.167693784	1.668155305	0.216934334	0.426647826
Xlr3b	1792	0.472206489	2.024264955	1.667004722	0.217084571	0.426665171
LOC118568259	2104	-0.434582628	1.612307799	1.666078825	0.217205567	0.426828464
Ly6c1	1756	-0.644822701	1.049107277	1.665421235	0.217291553	0.426922916
Slc2a8	2271	-0.171308433	4.461722432	1.664885195	0.217361679	0.426986177
Aktip	7818	0.16054636	4.541879382	1.664550758	0.217405445	0.426997645
Dhx32	3791	-0.11531151	5.325251495	1.664204872	0.217450721	0.427012074
Slc9a6	5150	0.148864518	4.468311534	1.6618169	0.217763641	0.427551983
Cxcl10	1101	0.767580887	1.315969961	1.660151168	0.217982264	0.427906595
Rasgrf2	10995	-0.601566258	1.098625568	1.659789502	0.218029769	0.427925233
Map2k2	2537	0.159971402	7.107207012	1.659385	0.218082917	0.427954937
Nck2	2953	-0.260478692	3.875840292	1.659031812	0.218129336	0.427971429
Eral1	2014	0.113635361	5.32485561	1.656190249	0.218503267	0.428630384
Rnf138	4332	0.099134719	6.460441377	1.654288945	0.218753929	0.429047341
Oas1b	1840	-0.344936797	2.798768283	1.653301819	0.218884217	0.429216408
Snapc4	6257	0.192783414	4.227385304	1.653058241	0.218916381	0.429216408
Kdm5c	11552	0.145752341	6.150758704	1.651812389	0.219080991	0.429401517
Btbd9	26703	0.12144614	5.201720565	1.651766352	0.219087077	0.429401517
Pfn2	2020	-0.372097205	2.822845284	1.651072933	0.219178769	0.429431706
Adcy7	7338	-0.093359636	8.556295774	1.651350412	0.219142072	0.429431706
Trav1	332	-0.412916504	2.611621635	1.650062995	0.219312404	0.429618765
Elp4	6755	0.161080081	4.485286036	1.648838124	0.219474621	0.429861739
Atp6v0a2	5345	-0.130475078	7.449146814	1.647231637	0.219687613	0.430054451
Cdc7	3271	0.130085633	6.285228716	1.647412858	0.219663573	0.430054451
Sf3b6	1116	0.094613013	7.752434794	1.647704095	0.219624945	0.430054451
Gm49668	23617	-0.388016582	2.350189895	1.645043189	0.219978195	0.430475674
Tmem14a	1518	0.374777647	1.869898736	1.645035143	0.219979264	0.430475674
Lemd2	5438	-0.188900055	3.74593922	1.644387612	0.220065339	0.430569271
Nsa2	2686	0.131360372	6.191394826	1.643607714	0.220169067	0.430622543
Tex10	3670	0.09553645	6.233756437	1.64367347	0.220160319	0.430622543
Cactin	2724	0.121942695	6.148435861	1.642173878	0.220359937	0.430846157
Cab39l	3348	-0.099116757	5.947613905	1.642321768	0.22034024	0.430846157
Trmt44	3795	0.273018157	3.255259384	1.641367507	0.220467374	0.430895907
Gtf3c4	7486	0.201834543	4.262009411	1.640834095	0.220538481	0.430895907
Rnf10	3141	0.160188373	6.892275949	1.641110555	0.220501623	0.430895907
Nabp2	2243	0.118471928	6.48755553	1.641183444	0.220491907	0.430895907
F2rl3	1996	0.259128606	3.479893451	1.640195441	0.220623656	0.430920602
Ikzf5	5754	-0.140008038	4.317940411	1.640165322	0.220627673	0.430920602
Arfgef1	7453	0.098103121	5.80564915	1.639432875	0.220725412	0.43103672
Trip11	12189	-0.138017926	5.124831119	1.636671632	0.221094382	0.431682372
Prkx	4597	-0.11135245	5.29956244	1.635853791	0.22120382	0.431821155
Tgds	2265	0.131687863	4.927117914	1.635070428	0.221308709	0.431951014
Med26	3040	0.145403087	4.625222452	1.63477959	0.221347668	0.431952166
Desi2	5202	0.0914593	6.545335275	1.633880859	0.221468112	0.432112306
Zfp566	1692	0.235535954	3.052265826	1.633036374	0.221581364	0.43225836
Bmpr2	11804	0.372204905	1.650597725	1.632231885	0.221689322	0.432262678
Prkci	4492	0.345247674	3.325755056	1.631734818	0.22175606	0.432262678
Mrm2	1443	0.229709486	3.499221795	1.631857033	0.221739649	0.432262678
Cpsf4	1791	0.122298493	5.871899057	1.632437332	0.221661746	0.432262678
Gypc	2182	0.114382839	6.452046696	1.631589636	0.221775558	0.432262678
Idh1	2438	-0.220217471	3.667351343	1.630567134	0.22191294	0.432455579
Mast4	14136	-0.209316017	3.811322591	1.630245349	0.221956198	0.432465018
Tmem128	1501	-0.128964945	6.354694719	1.629834834	0.222011399	0.432497722
TrnQ	71	-0.328224108	6.192196985	1.629348082	0.222076875	0.432550426
Wdr60	5111	0.573034288	1.557362381	1.628613783	0.222175698	0.432668052
Themis	6497	0.118822885	7.214033184	1.627769073	0.222289451	0.432814707
Pim1	2715	-0.27437637	4.917049133	1.626091835	0.22251554	0.433180002
Depdc1b	3140	-0.347691348	5.259822833	1.62548223	0.222597788	0.433246751
Il10rb	2366	0.121140053	5.727548022	1.625267308	0.222626795	0.433246751
Rnf168	4468	0.139829186	5.073580018	1.624698219	0.222703625	0.433321363
Lbp	2525	-0.512609255	2.136026246	1.623497639	0.222865823	0.433496815
Tbc1d10b	3614	-0.20167903	5.387367357	1.622910925	0.222945143	0.433496815
Pip5k1a	4054	0.175069267	5.393010025	1.622891132	0.22294782	0.433496815
Tinf2	2841	-0.109644893	5.999984149	1.623402216	0.222878721	0.433496815
Cacna1a	9931	-0.439815513	1.207796374	1.620177716	0.223315144	0.434136054
Pkn3	4326	-0.419307542	0.750378289	1.618690526	0.223516803	0.434228157
Abcc10	7462	-0.260997182	3.168179131	1.619285535	0.223436093	0.434228157
Cotl1	1639	0.170801845	9.757477157	1.618943625	0.223482467	0.434228157
Ntan1	1666	-0.125026697	5.882529679	1.619108026	0.223460167	0.434228157
Trav21-dv12	332	-0.400829187	1.887471232	1.612195545	0.224400289	0.435147618
Zfp300	6066	-0.359133012	1.780057048	1.611905988	0.224439782	0.435147618
Galnt4	5113	-0.274183238	2.976149677	1.614854576	0.224038044	0.435147618
Klhl7	5972	0.232172781	3.760807919	1.613546701	0.224216123	0.435147618
Ubr3	9693	0.230781939	4.033054635	1.611695441	0.224468505	0.435147618
Fhod1	4126	0.229495011	3.096361156	1.613776665	0.224184798	0.435147618
Fbrsl1	7221	-0.229344013	3.224889118	1.612349145	0.224379343	0.435147618
Necap1	2395	-0.166512825	3.81882764	1.611701156	0.224467725	0.435147618
A430033K04Rik	3154	0.165282489	3.834329986	1.611307053	0.2245215	0.435147618
Tbc1d22a	6547	-0.149278037	5.849365307	1.610952628	0.224569876	0.435147618
Zkscan6	3112	-0.146129393	4.775102261	1.613824957	0.22417822	0.435147618
Mtfmt	2042	0.136804938	4.604066918	1.611812802	0.224452494	0.435147618
Brat1	4177	-0.114523142	5.664858781	1.61301758	0.22428822	0.435147618
Pde12	3529	0.114007681	5.954106304	1.614428543	0.224096032	0.435147618
Ugp2	3100	0.089805188	6.202107449	1.611013613	0.224561551	0.435147618
Fdxacb1	1989	0.219965034	3.429397439	1.610440502	0.2246398	0.435208203
Krt14	1720	0.457850382	1.562450424	1.609412004	0.224780314	0.4353306
Akap17b	6259	-0.419178652	1.413244602	1.609542903	0.224762424	0.4353306
Tmem184b	7108	-0.173142982	5.50689876	1.609089472	0.224824402	0.435341094
Vps8	8335	0.180947483	4.679556834	1.608438975	0.224913355	0.435378987
Rnpc3	3888	-0.144203438	4.68768764	1.608380767	0.224921317	0.435378987
Arhgap33	5080	-0.418931523	2.318348806	1.607831601	0.224996453	0.435449555
Espn	3986	-0.499782941	1.266421495	1.606578215	0.22516806	0.435523693
LOC115488671	11488	-0.344754145	1.982755545	1.606421694	0.225189502	0.435523693
Trbv19	352	-0.303152829	3.019437319	1.606486535	0.225180619	0.435523693
Cebpg	4702	0.200795924	4.799968847	1.606957704	0.225116084	0.435523693
Dnajc27	16767	-0.204398423	3.85952084	1.606022109	0.225244254	0.43555476
Slc49a4	5409	-0.529468201	1.608210356	1.603486571	0.225592083	0.436152441
Gm41538	937	0.289298296	4.45988703	1.602496974	0.225728027	0.436268117
Amfr	3808	-0.129577384	6.049987281	1.602486853	0.225729417	0.436268117
Lpgat1	8502	0.227926181	3.46049647	1.601595895	0.225851904	0.436429923
Nup93	16743	0.175572038	7.140804593	1.599890201	0.226086638	0.436808542
Nradd	1164	-0.540247453	0.400992143	1.599399238	0.226154263	0.436864223
Pigc	3860	0.138655692	4.695454592	1.598144514	0.226327206	0.437123296
Id3	953	0.156504745	8.537277662	1.596534921	0.226549315	0.43747722
Zfp563	19183	-0.285193545	2.652039193	1.59582242	0.226647725	0.437592194
4930579G18Rik	1461	-0.453332021	0.81501285	1.594093139	0.226886801	0.437616584
Ap1m2	2596	-0.381908443	1.619230179	1.594261937	0.22686345	0.437616584
Zfp719	6506	0.24900504	3.559650203	1.59418859	0.226873597	0.437616584
Atp23	5828	0.219593718	3.761350114	1.594044092	0.226893587	0.437616584
Cipc	5899	-0.144404482	4.474911599	1.595112518	0.22674583	0.437616584
Tmem19	13667	-0.12429948	5.743764295	1.594187027	0.226873813	0.437616584
Fbh1	6344	0.165822386	6.011215938	1.593052944	0.227030769	0.437806166
Asl	2365	-0.136171731	5.869826614	1.592642652	0.227087588	0.437840737
Prdm2	12559	-0.139088946	5.536845714	1.591170707	0.227291582	0.438159012
Gm41442	11746	0.652782126	0.366428758	1.590151877	0.227432919	0.438356413
Rnf11	2132	0.302414868	2.647380686	1.587711699	0.2277719	0.438620091
Tlr6	4511	-0.273770989	2.605976689	1.588754815	0.227626914	0.438620091
Anp32a	2567	0.209305975	5.784958582	1.587773019	0.227763374	0.438620091
1110059E24Rik	1428	0.184098518	3.749248567	1.587583872	0.227789676	0.438620091
2810006K23Rik	2880	0.173569043	3.730064419	1.587484551	0.227803489	0.438620091
Ift20	1136	0.122418885	5.92482432	1.58795095	0.227738635	0.438620091
Plxdc1	5331	-0.677560891	1.793964067	1.58537884	0.228096589	0.438959214
Nudt14	1259	-0.173804226	5.216460004	1.585577519	0.228068914	0.438959214
Dhps	1682	0.108001793	5.698227675	1.585471488	0.228083683	0.438959214
Cyp20a1	2246	0.154382295	4.156585694	1.58490838	0.228162142	0.439010322
Gm28913	9361	0.492233226	1.868938639	1.583999834	0.228288805	0.43910394
Ptdss2	2388	0.148017753	4.443517377	1.584081541	0.22827741	0.43910394
Usp5	3458	0.104102561	7.699994169	1.582035315	0.228562998	0.43955624
Cpsf3	3195	0.083984989	7.280958813	1.580719794	0.228746849	0.439834676
D2hgdh	5351	-0.203834702	4.357734773	1.578951483	0.228994285	0.440235255
D730005E14Rik	3607	0.376788467	1.483026851	1.578158434	0.229105368	0.440373609
C1qc	1122	-0.47356247	1.502652188	1.577351043	0.229218532	0.440515915
Gm51446	10628	-0.394502482	1.886840143	1.575899809	0.22942212	0.440831922
Ankib1	6990	-0.258898998	4.360829243	1.574428686	0.229628741	0.441003133
Mfsd6	5850	-0.249530746	4.36563604	1.574872715	0.229566351	0.441003133
Smarcad1	8721	0.139622037	5.130215221	1.574484141	0.229620948	0.441003133
Clcn2	5190	-0.423083313	0.830448919	1.572984749	0.229831779	0.441203054
Rsrp1	1415	-0.23979455	8.227951144	1.572852339	0.22985041	0.441203054
Trps1	29833	0.197849684	3.762721208	1.573051752	0.229822352	0.441203054
Cd99	206	-0.523758355	2.176404083	1.572291432	0.229929353	0.441212709
Ino80d	14237	0.154367462	4.773585748	1.57198133	0.229973012	0.441212709
Nfatc1	7601	-0.120559801	9.166321535	1.571985629	0.229972407	0.441212709
Urgcp	6397	0.105552264	5.652488743	1.570860495	0.230130906	0.441290026
Kmt2e	9670	-0.101450225	7.6600561	1.570990568	0.230112576	0.441290026
Khdrbs1	14951	0.08709904	7.962409962	1.570962732	0.230116498	0.441290026
Relb	6167	0.137478344	6.434378332	1.568791945	0.230422679	0.441774271
Adat2	1453	0.298120095	2.859590964	1.567662379	0.23058221	0.442004857
Fmnl1	4494	-0.099298621	7.260859393	1.567211778	0.23064589	0.442051656
Rdh10	2295	0.378886352	2.488789114	1.566927279	0.230686108	0.442053481
Trp53i11	3939	-0.17645295	6.222543342	1.563775317	0.231132294	0.442833112
Fggy	7646	-0.483397576	0.967100612	1.563260327	0.231205303	0.442897617
Niban1	5693	0.156468468	5.237559045	1.56281555	0.231268381	0.442943082
Usp53	7138	-0.219062018	3.999580385	1.561539724	0.231449445	0.443206366
Cog7	2947	0.171026833	4.57476617	1.561054505	0.231518356	0.443206366
Rc3h1	11011	0.13410936	5.232855333	1.560460961	0.231602687	0.443206366
Zmiz2	9944	0.128135093	6.225821034	1.560666705	0.23157345	0.443206366
Babam2	1460	0.112305245	5.288346198	1.560820034	0.231551665	0.443206366
Ddx3y	4850	-0.122935249	6.219389705	1.55810702	0.231937533	0.443771711
Ercc2	3571	0.177294176	3.779334921	1.55618986	0.232210716	0.443955212
Sacs	16770	-0.153944096	4.53085048	1.556965575	0.232100131	0.443955212
Ndufa6	560	0.123228704	7.381244329	1.556211795	0.232207588	0.443955212
Ccdc124	1327	0.116754635	6.638365148	1.556050336	0.232230613	0.443955212
Atp5j2	428	0.110290911	8.388860067	1.556258311	0.232200955	0.443955212
Cep170	13335	0.256957984	3.149712087	1.555439873	0.232317698	0.443980716
H2-K1	2182	-0.106168822	11.07329582	1.555403923	0.232322828	0.443980716
Mcm3ap	6825	-0.153595299	6.031935017	1.55367749	0.23256935	0.444376398
Plekhg5	4879	-0.532050354	1.320405248	1.553274109	0.232626999	0.444411124
Stx8	6768	-0.11164311	5.443855089	1.552832688	0.232690106	0.444456262
Hemgn	2310	0.648680826	1.259224013	1.551745021	0.232845698	0.44467801
Snrnp200	6760	0.168184203	7.716642269	1.551268663	0.232913884	0.444732787
Cdc42bpg	6170	0.447989641	0.895145763	1.550943927	0.232960383	0.44474614
Ralgapa2	13756	-0.20567076	3.793436982	1.549272004	0.233199973	0.44512806
A930024E05Rik	1896	-0.225527381	2.968082458	1.548830151	0.233263346	0.445173546
Zfx	8994	0.139264843	5.460216966	1.548113532	0.233366175	0.445218844
Sars	3704	0.085421986	7.60645439	1.548203691	0.233353235	0.445218844
Iars2	6408	0.132660722	6.315983486	1.546347416	0.233619851	0.445627293
A630026N12Rik	5360	0.637404587	0.767933002	1.545279428	0.233773427	0.445694776
Gm6988	501	0.31519859	1.647341096	1.545661389	0.233718486	0.445694776
Hectd3	4606	-0.131408455	6.171032237	1.545275473	0.233773996	0.445694776
Rdh11	3121	-0.151230266	4.75374861	1.544890874	0.233829334	0.445724795
2210408I21Rik	20413	0.425356898	1.291094806	1.544071351	0.233947307	0.445874181
Fam50a	1443	0.116788987	5.14805233	1.54362665	0.234011357	0.44592076
Cbfa2t2	6809	0.159744894	4.733709623	1.543284295	0.234060681	0.445939269
Arl13b	3920	-0.234494113	3.17126398	1.542315067	0.234200394	0.4460199
Lmf1	2684	-0.16160642	4.154407977	1.54261179	0.23415761	0.4460199
Brd8	5758	-0.087999317	6.794618542	1.542166254	0.234221855	0.4460199
Gpatch2	21530	-0.189886168	4.035325651	1.541156214	0.234367586	0.446199024
Api5	3797	0.120084286	8.071989429	1.540964999	0.234395188	0.446199024
Dnase1	1492	0.408757426	1.296277257	1.53978228	0.23456601	0.446297811
Med23	4946	0.187511679	5.270965501	1.539877042	0.234552318	0.446297811
mt-Rnr2	1582	-0.148892209	13.70385684	1.540303999	0.234490637	0.446297811
Racgap1	3065	-0.306909095	7.603405566	1.539411615	0.23461958	0.446324304
Wwox	20986	0.238875617	3.030255707	1.537866877	0.234843002	0.44667385
Szt2	11832	-0.184454654	4.875816164	1.537534861	0.23489106	0.446689789
Tbc1d13	4729	0.272161894	3.199113929	1.536690698	0.235013305	0.446771326
Lrrc20	3217	0.172357677	4.22794084	1.536728464	0.235007835	0.446771326
Zfyve1	6446	-0.180259328	4.282717893	1.535857176	0.235134092	0.446850035
Wdr83	1238	0.123183812	4.926510751	1.536057014	0.235105126	0.446850035
3110040N11Rik	1275	0.129931732	5.196517655	1.533719815	0.235444192	0.447337237
Eps15	5619	-0.101351914	6.733765302	1.533542584	0.23546993	0.447337237
Slfn10-ps	3710	-0.160490431	4.390957734	1.532777149	0.23558113	0.447472981
Nup210	9147	-0.148851885	9.273414298	1.532128811	0.235675372	0.447576474
Zfp952	3936	-0.173875215	4.08923286	1.531682191	0.235740321	0.447624311
Arrdc4	3955	0.537357393	1.432141399	1.530631556	0.235893202	0.447688076
Mia2	5584	-0.268649763	5.54423729	1.530921804	0.235850954	0.447688076
Parp10	3395	-0.133870632	5.969861042	1.530763778	0.235873955	0.447688076
Zfp607b	8221	0.280457792	2.360149681	1.530212777	0.235954176	0.447728318
Ggt5	4754	-0.593020105	1.91260498	1.529668293	0.236033483	0.447803329
Ficd	3369	-0.251447514	3.405000776	1.528786488	0.236161998	0.447896187
Arfip1	3591	0.096474111	5.851387537	1.528882494	0.236148001	0.447896187
Emc3	1958	-0.087741445	6.607170703	1.52840861	0.236217098	0.447925229
Nr2c1	5121	0.350083246	2.361293944	1.526938518	0.236431619	0.448126509
Ncaph2	3367	-0.117543967	7.861974275	1.526862905	0.23644266	0.448126509
Spcs1	1006	-0.105144734	7.465666095	1.527204319	0.236392813	0.448126509
Smim24	575	-0.445081023	1.839164225	1.525541784	0.236635673	0.448265927
Idua	4732	-0.18052075	4.552303697	1.525747909	0.236605545	0.448265927
Tmem101	1653	0.150703317	4.332954107	1.526052155	0.236561084	0.448265927
Pold1	4642	0.14929843	7.20842755	1.524770568	0.236748442	0.448328672
Fdx1	3441	0.144610762	4.973861194	1.524840538	0.236738208	0.448328672
Pgpep1l	7025	-0.668301564	0.991856633	1.522371937	0.237099626	0.448787113
Gm41331	4979	-0.297203361	4.033506048	1.52175645	0.237189849	0.448787113
Mief2	2522	-0.131399891	4.349537883	1.522031517	0.237149522	0.448787113
Mrpl14	7525	0.101376418	6.035025211	1.521765357	0.237188544	0.448787113
Elob	508	0.096994468	8.131853645	1.522837083	0.23703147	0.448787113
Gm36897	960	0.313132647	2.305816799	1.518281695	0.237700059	0.449364217
Ttc19	4974	-0.276000045	2.842453179	1.518048529	0.237734347	0.449364217
Eif4ebp3	1151	0.243127167	2.860443448	1.518323422	0.237693923	0.449364217
Zfp738	4504	0.241378938	3.337670699	1.518313751	0.237695345	0.449364217
Arhgap10	5537	-0.235457851	3.492427322	1.518422719	0.237679324	0.449364217
Gga1	3371	-0.108001029	5.665125967	1.518116194	0.237724396	0.449364217
Tbc1d7	1391	0.153715387	4.75206494	1.517572813	0.237804323	0.449421029
1700019D03Rik	4304	0.681484938	0.613090419	1.517034315	0.237883567	0.449439837
Zbtb7b	5008	0.107551275	6.719193207	1.516962632	0.237894119	0.449439837
Rprd1a	4509	0.255549614	3.188258236	1.516290962	0.237993014	0.449551234
Cpsf6	12804	0.131606211	7.492788835	1.516017546	0.238033287	0.449551879
C1qb	1104	-0.578765396	1.935080248	1.514774057	0.23821656	0.449822549
Hmgcr	5458	-0.194808564	7.297580469	1.51416559	0.238306308	0.449916554
Tbk1	3031	-0.090519782	6.330213086	1.51356266	0.238395282	0.450009069
Thap6	3673	-0.363164609	1.873707791	1.513284397	0.23843636	0.450011155
Gm13212	3547	0.227505413	3.291146261	1.512996345	0.238478893	0.450015987
Gm32687	3883	-0.354165147	1.305180935	1.511644621	0.238678618	0.450317392
Elf4	6551	-0.139651152	6.78544635	1.511101253	0.238758965	0.450318049
Ifi35	1360	-0.096268489	6.308146533	1.511295319	0.238730265	0.450318049
Tyms	7450	0.248044755	7.76350669	1.510566557	0.238838066	0.450338348
Bet1l	2182	-0.136645076	5.191873795	1.510108479	0.238905859	0.450338348
Wsb1	3909	-0.108417619	6.746325409	1.50994719	0.238929734	0.450338348
Ndufv1	1608	0.08623366	7.176111299	1.510382143	0.238865355	0.450338348
Niban3	6246	0.280077142	2.83352925	1.508878129	0.239088069	0.450561346
Slc10a7	5819	-0.169565348	4.526782272	1.508552661	0.2391363	0.450576815
Nnt	3645	0.137309391	5.347698449	1.50828055	0.239176634	0.450577401
Tubgcp4	4321	0.148833184	5.287855529	1.507393813	0.239308134	0.450749703
Erich1	3172	-0.141200001	4.659722139	1.507053398	0.239358642	0.450769419
Rhebl1	1321	-0.234142498	2.638123167	1.50586256	0.239535438	0.451026921
Zfp783	4415	0.257926109	3.217761557	1.504894176	0.239679334	0.45115082
Cebpzos	1880	0.228560143	3.733664734	1.504880367	0.239681387	0.45115082
Usp3	26310	-0.101964528	6.529125824	1.503447761	0.239894475	0.451476429
Lysmd3	4250	0.206289473	4.072077146	1.502516337	0.24003315	0.45166191
Acd	1718	0.116141603	6.238315115	1.50215686	0.2400867	0.451687176
Cdk6	12096	-0.220724851	6.413256561	1.501350574	0.240206864	0.451837741
Tln1	9170	-0.117163491	9.248854383	1.500684427	0.240306203	0.451949087
H2ac6	487	-0.425095729	1.28585784	1.500392878	0.240349697	0.451955385
Gm2245	3290	-0.337569504	2.257438014	1.499202988	0.240527316	0.452073822
Zfp422	3705	-0.127274002	5.270321802	1.499455995	0.240489534	0.452073822
Coq9	1697	0.108767566	5.595048074	1.499163931	0.240533149	0.452073822
Ccdc181	1937	-0.226614547	3.171838092	1.498729621	0.240598025	0.452120275
Gmppb	1825	0.163856744	5.478359274	1.497446353	0.240789851	0.452341909
Thoc5	2333	0.120746717	6.227360876	1.497403045	0.240796328	0.452341909
LOC115490200	3722	0.174989036	4.091157455	1.497126395	0.24083771	0.452344168
Prpf38a	1519	0.092517088	6.249656332	1.496492534	0.24093256	0.452446833
Pcid2	8063	0.096751535	6.016488584	1.495509488	0.241079759	0.452647753
Gon4l	7648	-0.109504539	4.827648622	1.494752894	0.24119313	0.452785103
Dnajc12	1365	-0.425656061	1.267505898	1.493413226	0.241394044	0.453086721
Tsen54	2965	0.118374355	5.446629901	1.49305137	0.241448351	0.453113108
Cldn34c1	4596	-0.358989924	1.134644647	1.492486099	0.241533218	0.453196827
Pif1	4807	-0.244228352	5.144062087	1.490846175	0.241779649	0.453557086
